etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
418    | #mˈortuum# | *#mˈortu# | *#mˈoɾtu# | *#mˈort# {GOLD: #mˈort#}
419    | #nˈae̯wus# | *#nˈɛɡu# | *#ɲˈeɡu# | *#nˈeɡ# {GOLD: #nˈeɡ#}
420    | #ˌokkˈiːde# | *#ot͡ʃˈide# | *#ut͡ʃˈide# | *#ut͡ʃˈide# {GOLD: #ut͡ʃˈide#}
421    | #pˌerˈiː# | *#perˈi# | *#peɾjˈi# | *#perˈi# {GOLD: #pjerˈi#}
422    | #pˌetˈiːɡinem# | *#petˈid͡ʒene# | *#pet͡sˈid͡ʒene# | *#pet͡sˈid͡ʒine# {GOLD: #pet͡ʃˈind͡ʒine#}
423    | #puːrˈoːnium# | *#purˈoɲu# | *#puɾˈuɲu# | *#purˈuj# {GOLD: #purˈoj#}
424    | #pˈustulam# | *#pˈustula# | *#pˈustuɾə# | *#pˈusturə# {GOLD: #puʃke̯ˈa#}
425    | #rˌepˈoːne# | *#repˈone# | *#rrepˈune# | *#rəpˈune# {GOLD: #rəpˈune#}
426    | #tˌussˈiː# | *#tusˈi# | *#tuʃˈi# | *#tuʃˈi# {GOLD: #tuʃˈi#}
427    | #tˈussis# | *#tˈusi# | *#tˈuʃi# | *#tˈuʃj# {GOLD: #tˈuse#}
428    | #bˈalbus# | *#bˈalbu# | *#bˈalbu# | *#bˈalb# {GOLD: #bɨlbɨj#}
429    | #mˈankus# | *#mˈanku# | *#mˈənku# | *#mˈɨnk# {GOLD: #mˈɨnk#}
430    | #mˈuːtum# | *#mˈutu# | *#mˈutu# | *#mˈut# {GOLD: #mˈut#}
431    | #ˈorbum# | *#ˈorbu# | *#ˈoɾbu# | *#ˈorb# {GOLD: #ˈorb#}
432    | #eksklˈoppum# | *#sklˈopu# | *#skʎˈopu# | *#ʃkjˈop# {GOLD: #ʃkjˈop#}
433    | #ekskloppˈaː# | *#sklopˈa# | *#skʎupˈa# | *#ʃkjupˈa# {GOLD: #ʃkjopˈa#}
434    | #sˈurdum# | *#sˈurdu# | *#sˈuɾdu# | *#sˈurd# {GOLD: #sˈurd#}
435    | #brˈakae̯# | *#brˈat͡ʃɛ# | *#bɾˈat͡ʃe# | *#brˈat͡ʃe# {GOLD: #brˈat͡ʃe#}
436    | #kamˈisiam# | *#kamˈeʃa# | *#kəme̯ˈaʃə# | *#kəmˈaʃə# {GOLD: #kəmˈaʃə#}
437    | #lˈiːneam# | *#lˈijna# | *#ʎˈijnə# | *#ˈie# {GOLD: #ˈije#}
438    | #mˈanika# | *#mˈanka# | *#mˈənkə# | *#mˈɨnkə# {GOLD: #mˈɨnekə#}
439    | #palliˈoːla# | *#palljˈola# | *#pəʎo̯ˈaɾə# | *#pəjo̯ˈarə# {GOLD: #pəjo̯ˈarə#}
440    | #sˈarika# | *#sˈarka# | *#sˈaɾkə# | *#sˈarkə# {GOLD: #sarˈikə#}
441    | #westiːmˈentum# | *#veʃtimˈɛntu# | *#veʃtimˈentu# | *#veʃtimˈɨnt# {GOLD: #veʃmˈɨnt#}
442    | #kalkeamˈentum# | *#kalt͡ʃamˈɛntu# | *#kəlt͡ʃəmˈentu# | *#kəlt͡ʃəmˈɨnt# {GOLD: #kəlt͡səmˈɨnt#}
443    | #aːnˈellum# | *#anˈɛllu# | *#əɲˈelu# | *#ɨjˈel# {GOLD: #inˈel#}
444    | #brakʰiˈaːle# | *#brat͡ʃˈale# | *#bɾət͡ʃˈaɾe# | *#brət͡ʃˈare# {GOLD: #brət͡sˈarə#}
445    | #kirkˈellum# | *#t͡ʃert͡ʃˈɛllu# | *#t͡ʃeɾt͡ʃˈelu# | *#t͡ʃert͡ʃˈel# {GOLD: #t͡ʃert͡ʃˈel#}
446    | #korˈoːnam# | *#korˈona# | *#kuɾˈunə# | *#kurˈunə# {GOLD: #kunˈunə#}
447    | #marɡˈellam# | *#mard͡ʒˈɛlla# | *#məɾd͡ʒe̯ˈa# | *#mərd͡ʒe̯ˈa# {GOLD: #mərd͡ʒe̯ˈa#}
448    | #bˈalteum# | *#bˈalt͡ʃu# | *#bˈalt͡ʃu# | *#bˈalt͡s# {GOLD: #bˈalt͡s#}
449    | #braːkˈiːle# | *#brat͡ʃˈile# | *#bɾət͡ʃˈiɾe# | *#brət͡ʃˈire# {GOLD: #brət͡ʃˈire#}
450    | #kˈinɡula# | *#t͡ʃˈenɡula# | *#t͡ʃˈenɡuɾə# | *#t͡ʃˈinɡurə# {GOLD: #kˈinɡə#}
451    | #fˈaskiam# | *#fˈat͡ʃa# | *#fˈat͡ʃə# | *#fˈat͡ʃə# {GOLD: #fˈaʃə#}
452    | #faskˈiolam# | *#fat͡ʃˈola# | *#fət͡ʃo̯ˈaɾə# | *#fəʃo̯ˈarə# {GOLD: #fɨʃio̯ˈarə#}
453    | #fˈiːlum# | *#fˈilu# | *#fjˈiɾu# | *#fˈir# {GOLD: #fˈir#}
454    | #ɡlˈemum# | *#ɡlˈɛmu# | *#ɡʎˈemu# | *#ɡjˈim# {GOLD: #ɡˈem#}
455    | #liɡaːtˈuːra# | *#leɡatˈura# | *#leɡətˈuɾə# | *#leɡətˈurə# {GOLD: #leɡətˈurə#}
456    | #wˈittam# | *#bˈeta# | *#be̯ˈatə# | *#bˈatə# {GOLD: #bˈatə#}
457    | #kalkeˈaː# | *#kalt͡ʃˈa# | *#kəlt͡ʃˈa# | *#kəlt͡ʃˈa# {GOLD: #kəlt͡sˈa#}
458    | #inkˈinɡe# | *#ent͡ʃˈend͡ʒe# | *#ent͡ʃˈend͡ʒe# | *#ɨnt͡ʃˈind͡ʒe# {GOLD: #ɨnt͡ʃˈind͡ʒe#}
459    | #koːnsˈuere# | *#kosˈere# | *#kuse̯ˈaɾe# | *#kusˈere# {GOLD: #ko̯ˈase#}
460    | #diskˈulkius# | *#deskˈult͡ʃu# | *#deskˈult͡ʃu# | *#deskˈult͡s# {GOLD: #deskˈult͡s#}
461    | #diskalkeˈaː# | *#deskalt͡ʃˈa# | *#deskəlt͡ʃˈa# | *#deskəlt͡ʃˈa# {GOLD: #deskəlt͡sˈa#}
462    | #diskulkiˈaː# | *#deskult͡ʃˈa# | *#deskult͡ʃˈa# | *#deskult͡ʃˈa# {GOLD: #deskult͡sˈa#}
463    | #imbrakˈaː# | *#embrakˈa# | *#embɾəkˈa# | *#ɨmbrəkˈa# {GOLD: #ɨmbrəkˈa#}
464    | #insolˈaː# | *#ensolˈa# | *#ensuɾˈa# | *#ɨnsurˈa# {GOLD: #ɨnsurˈa#}
465    | #infaskiolˈaː# | *#enfat͡ʃolˈa# | *#enfət͡ʃuɾˈa# | *#ɨnfəʃurˈa# {GOLD: #ɨnfəʃurˈa#}
466    | #inwestˈiː# | *#envestˈi# | *#envestˈi# | *#ɨnvestˈi# {GOLD: #ɨnveʃtˈi#}
467    | #submittˈeː# | *#suwmetˈe# | *#suwmetˈe# | *#suumetˈe# {GOLD: #sumetˈe#}
468    | #suffolikˈaː# | *#sufolkˈa# | *#sufulkˈa# | *#sufulkˈa# {GOLD: #suflekˈa#}
469    | #kˈenam# | *#t͡ʃˈɛna# | *#t͡ʃˈenə# | *#t͡ʃˈinə# {GOLD: #t͡ʃˈinə#}
470    | #prˈandium# | *#prˈand͡ʒu# | *#pɾˈənd͡ʒu# | *#prˈɨnʒ# {GOLD: #prˈɨnz#}
471    | #aksˈunɡia# | *#asˈund͡ʒa# | *#asˈund͡ʒə# | *#asˈund͡ʒə# {GOLD: #osˈɨnzɨ#}
472    | #kukkˈaːtam# | *#kukˈata# | *#kukˈatə# | *#kukˈatə# {GOLD: #bukˈatə#}
473    | #kʰˈyːlum# | *#t͡ʃˈilu# | *#t͡ʃˈiɾu# | *#t͡ʃˈir# {GOLD: #t͡ʃˈir#}
474    | #friktˈuːram# | *#freptˈura# | *#fɾeptˈuɾə# | *#freptˈurə# {GOLD: #friptˈurə#}
475    | #frˈuːktus# | *#frˈuptu# | *#fɾˈuptu# | *#frˈupt# {GOLD: #frˈupt#}
476    | #lˈardum# | *#lˈardu# | *#lˈaɾdu# | *#lˈard# {GOLD: #lˈard#}
477    | #mˈuriam# | *#mˈujra# | *#mˈujɾə# | *#mˈujə# {GOLD: #mo̯ˈare#}
478    | #merˈenda# | *#merˈɛnda# | *#meɾˈendə# | *#merˈində# {GOLD: #merˈinde#}
479    | #pˈaːnem# | *#pˈane# | *#pˈəne# | *#pˈɨjne# {GOLD: #pˈɨjne#}
480    | #piːsˈaːtum# | *#pisˈatu# | *#pjisˈatu# | *#pisˈat# {GOLD: #pəsˈat#}
481    | #pˈittulam# | *#pˈetula# | *#pe̯ˈatuɾə# | *#pˈaturə# {GOLD: #pˈəturə#}
482    | #plakˈenta# | *#plat͡ʃˈɛnta# | *#plət͡ʃˈentə# | *#plət͡ʃˈintə# {GOLD: #plət͡sˈintə#}
483    | #sˈaːlem# | *#sˈale# | *#sˈaɾe# | *#sˈare# {GOLD: #sˈare#}
484    | #sˈeːbum# | *#sˈeu# | *#sˈeu# | *#sˈew# {GOLD: #sˈew#}
485    | #tˈortam# | *#tˈorta# | *#to̯ˈaɾtə# | *#to̯ˈartə# {GOLD: #tˈurtə#}
486    | #wˈiːktum# | *#vˈiptu# | *#vjˈiptu# | *#vˈipt# {GOLD: #vˈipt#}
487    | #d͡zˈema# | *#d͡zˈɛma# | *#d͡zˈemə# | *#ze̯ˈamə# {GOLD: #ze̯ˈamə#}
488    | #mˈustum# | *#mˈustu# | *#mˈustu# | *#mˈust# {GOLD: #mˈust#}
489    | #pˈoska# | *#pˈoska# | *#po̯ˈaskə# | *#po̯ˈaskə# {GOLD: #pˈuskə#}
490    | #wiːnˈaːkeus# | *#vinˈat͡su# | *#vjinˈat͡su# | *#vinˈat͡s# {GOLD: #vinˈat͡s#}
491    | #kˈawus# | *#kaˈuʃ# | *#kaˈuʃ# | *#kaˈuʃ# {GOLD: #kəˈuʃ#}
492    | #koktˈorium# | *#koptˈojru# | *#kuptˈojɾu# | *#kuptˈor# {GOLD: #kuptˈor#}
493    | #koopertˈoːrium# | *#kopertˈojru# | *#kupeɾtˈojɾu# | *#kupərtˈor# {GOLD: #kərpətˈor#}
494    | #ɡratˈaːrium# | *#ɡratˈajru# | *#ɡɾətˈajɾu# | *#ɡrətˈar# {GOLD: #ɡrətˈar#}
495    | #lˈinɡulam# | *#lˈenɡula# | *#lˈenɡuɾə# | *#lˈinɡurə# {GOLD: #lˈinɡurə#}
496    | #wˈaːsum# | *#vˈasu# | *#vˈasu# | *#vˈas# {GOLD: #vˈas#}
497    | #battˈituram# | *#batˈetura# | *#bəte̯ˈatuɾə# | *#bəte̯ˈaturə# {GOLD: #bətˈəturə#}
498    | #kˈalamus# | *#kˈalamu# | *#kˈaɾəmu# | *#kˈarəm# {GOLD: #kˈarəmi#}
499    | #kaprˈeolum# | *#kaprjˈolu# | *#kəpɾjˈoɾu# | *#kəprˈor# {GOLD: #kəpriˈor#}
500    | #kˈasam# | *#kˈasa# | *#kˈasə# | *#kˈasə# {GOLD: #kˈasə#}
501    | #kellˈaːrium# | *#t͡ʃellˈajru# | *#t͡ʃelˈajɾu# | *#t͡ʃelˈar# {GOLD: #t͡ʃelˈar#}
502    | #kˈoːrtem# | *#kˈorte# | *#ko̯ˈaɾte# | *#ko̯ˈarte# {GOLD: #kˈurte#}
503    | #kooperiːmˈentum# | *#koperimˈɛntu# | *#kupeɾjimˈentu# | *#kuperimˈɨnt# {GOLD: #koperəmˈɨnt#}
504    | #krˈaːtis# | *#krˈati# | *#kɾˈat͡si# | *#krˈat͡sj# {GOLD: #ɡrˈatje#}
505    | #kˈulmen# | *#kˈulme# | *#kˈulme# | *#kˈulme# {GOLD: #kˈulme#}
506    | #fenˈestram# | *#fenˈɛstra# | *#feɲe̯ˈastɾə# | *#fɨjˈastrə# {GOLD: #fere̯ˈastrə#}
507    | #fontˈaːna# | *#fontˈana# | *#funtˈənə# | *#funtˈɨnə# {GOLD: #fɨntˈɨnə#}
508    | #ostˈeolum# | *#ot͡ʃˈolu# | *#ut͡ʃˈoɾu# | *#uʃˈor# {GOLD: #uʃˈor#}
509    | #ˈoːstium# | *#ˈot͡ʃu# | *#ˈot͡ʃu# | *#ˈot͡s# {GOLD: #ˈuʃə#}
510    | #pˈortam# | *#pˈorta# | *#po̯ˈaɾtə# | *#po̯ˈartə# {GOLD: #po̯ˈartə#}
511    | #pˈuteum# | *#pˈut͡su# | *#pˈut͡su# | *#pˈut͡s# {GOLD: #pˈut͡s#}
512    | #skˈaːlam# | *#skˈala# | *#skˈaɾə# | *#skˈarə# {GOLD: #skˈarə#}
513    | #stˈylum# | *#stˈelu# | *#stˈeɾu# | *#stˈer# {GOLD: #stˈurə#}
514    | #tˈenda# | *#tˈɛnda# | *#tˈendə# | *#tˈində# {GOLD: #tˈində#}
515    | #titˈinam# | *#tetˈena# | *#tetˈenə# | *#tetˈinə# {GOLD: #t͡sɨt͡sˈɨnə#}
516    | #traːjˈektam# | *#trajˈɛpta# | *#tɾaje̯ˈaptə# | *#trajˈaptə# {GOLD: #tre̯ˈaptə#}
517    | #armˈaːrium# | *#armˈajru# | *#aɾmˈajɾu# | *#armˈar# {GOLD: #armˈar#}
518    | #kapitˈaːneum# | *#kapetˈaɲu# | *#kəpetˈəɲu# | *#kəpətˈɨj# {GOLD: #kəpətˈɨj#}
519    | #pˈattum# | *#pˈatu# | *#pˈatu# | *#pˈat# {GOLD: #pˈat#}
520    | #skˈortea# | *#skˈort͡ʃa# | *#sko̯ˈaɾt͡ʃə# | *#sko̯ˈart͡ʃə# {GOLD: #sko̯ˈart͡sə#}
521    | #strˈaːtum# | *#strˈatu# | *#stɾˈatu# | *#strˈat# {GOLD: #strˈat#}
522    | #ɡˈentem# | *#d͡ʒˈɛnte# | *#d͡ʒˈente# | *#d͡ʒˈinte# {GOLD: #d͡ʒˈint#}
523    | #ˈamita# | *#ˈamta# | *#ˈəmtə# | *#ˈɨmtə# {GOLD: #mˈət#}
524    | #fˈiːlium# | *#fˈijlu# | *#fjˈijɾu# | *#fˈij# {GOLD: #fˈiw#}
525    | #fˈiːliam# | *#fˈijla# | *#fjˈijɾə# | *#fˈie# {GOLD: #fˈie#}
526    | #frˈaːter# | *#frˈatre# | *#fɾˈatɾe# | *#frˈatre# {GOLD: #frˈate#}
527    | #ɡˈeminus# | *#d͡ʒˈɛmnu# | *#d͡ʒˈemnu# | *#d͡ʒe̯ˈamn# {GOLD: #d͡ʒe̯ˈamən#}
528    | #mˈamma# | *#mˈama# | *#mˈəmə# | *#mˈəmə# {GOLD: #ˈɨma#}
529    | #nˈepoːs# | *#nˈɛpo# | *#ɲˈepu# | *#nˈep# {GOLD: #nepˈot#}
530    | #nepˈoːta# | *#nepˈota# | *#nepo̯ˈatə# | *#nepo̯ˈatə# {GOLD: #nepo̯ˈatə#}
531    | #pˈappus# | *#pˈapu# | *#pˈapu# | *#pˈap# {GOLD: #pˈap#}
532    | #parˈentis# | *#parˈɛnti# | *#pəɾˈenti# | *#pərˈintj# {GOLD: #pərˈinte#}
533    | #sˈoror# | *#sˈoror# | *#sˈoɾuɾ# | *#sˈorur# {GOLD: #sˈor#}
534    | #tˈatam# | *#tˈata# | *#tˈatə# | *#tˈatə# {GOLD: #tˈatə#}
535    | #wˈeːrum# | *#vˈeru# | *#vˈeɾu# | *#vˈər# {GOLD: #vˈər#}
536    | #bˌarbˈaːtum# | *#barbˈatu# | *#bəɾbˈatu# | *#bərbˈat# {GOLD: #bərbˈat#}
537    | #kˌoːnsˈokerum# | *#kosˈot͡ʃeru# | *#kuso̯ˈat͡ʃeɾu# | *#kuso̯ˈat͡ʃer# {GOLD: #kˈuskru#}
538    | #fiːliˈastrum# | *#filjˈastru# | *#fjiʎˈastɾu# | *#fijˈastru# {GOLD: #fjˈastru#}
539    | #ɡˈenerum# | *#d͡ʒˈɛneru# | *#d͡ʒˈeneɾu# | *#d͡ʒˈiner# {GOLD: #d͡ʒˈinere#}
540    | #hˈomoː# | *#ˈomo# | *#ˈumu# | *#ˈum# {GOLD: #ˈom#}
541    | #marˈiːtus# | *#marˈitu# | *#məɾjˈitu# | *#mərˈit# {GOLD: #mərˈit#}
542    | #nˈurum# | *#nˈuru# | *#nˈuɾu# | *#nˈur# {GOLD: #nˈor#}
543    | #sˈokerum# | *#sˈot͡ʃeru# | *#so̯ˈat͡ʃeɾu# | *#so̯ˈat͡ʃer# {GOLD: #sˈokru#}
544    | #sˈokia# | *#sˈot͡sa# | *#so̯ˈat͡sə# | *#so̯ˈat͡sə# {GOLD: #so̯ˈat͡sə#}
545    | #sˈokius# | *#sˈot͡su# | *#sˈot͡su# | *#sˈot͡s# {GOLD: #sˈot͡s#}
546    | #spˈurius# | *#spˈujru# | *#spˈujɾu# | *#spˈuj# {GOLD: #spˈur#}
547    | #kˌommˈaːtrem# | *#komˈatre# | *#kumˈatɾe# | *#kumˈatre# {GOLD: #kumˈətrə#}
548    | #kˌompˈaːtrem# | *#kompˈatre# | *#kumpˈatɾe# | *#kumpˈatre# {GOLD: #kumˈətru#}
549    | #fˌiːliˈaːnum# | *#filjˈanu# | *#fjiʎˈənu# | *#fijˈɨn# {GOLD: #fˈin#}
550    | #nˈonnum# | *#nˈonnu# | *#nˈonnu# | *#nˈon# {GOLD: #nˈun#}
551    | #ˈorpʰanum# | *#ˈorpanu# | *#o̯ˈaɾpənu# | *#o̯ˈarpɨn# {GOLD: #o̯ˈarfən#}
552    | #wˈiduum# | *#vˈedbu# | *#vˈedbu# | *#vˈədb# {GOLD: #vˈəduv#}
553    | #kˌoroːnˈaː# | *#koronˈa# | *#kuɾunˈa# | *#kurunˈa# {GOLD: #kununˈa#}
554    | #krˌeːdˈentiam# | *#kredˈɛnt͡ʃa# | *#kɾedˈent͡ʃə# | *#kredˈint͡ʃə# {GOLD: #kredˈint͡sə#}
555    | #dˈekstrae̯# | *#dˈɛstrɛ# | *#d͡ze̯ˈastɾje# | *#zˈestrje# {GOLD: #zˈestre#}
556    | #hˌospˈitium# | *#ospˈet͡su# | *#uspˈet͡su# | *#uspˈət͡s# {GOLD: #ospˈət͡s#}
557    | #ˌinˌuksorˈaː# | *#enusorˈa# | *#enusuɾˈa# | *#ɨnusurˈa# {GOLD: #ɨnsurˈa#}
558    | #lˌaksˈaː# | *#lasˈa# | *#ləsˈa# | *#ləsˈa# {GOLD: #ləsˈa#}
559    | #mˌaritˈaː# | *#martˈa# | *#məɾtˈa# | *#mərtˈa# {GOLD: #məritˈa#}
560    | #nˈuːptiae̯# | *#nˈut͡sɛ# | *#nˈut͡se# | *#nˈut͡se# {GOLD: #nˈuntə#}
561    | #pˈete# | *#pˈɛte# | *#pje̯ˈate# | *#pˈete# {GOLD: #pˈet͡sj#}
562    | #lˈuːmen# | *#lˈume# | *#lˈume# | *#lˈume# {GOLD: #lˈume#}
563    | #ˌappˈoːne# | *#apˈone# | *#apˈune# | *#apˈune# {GOLD: #apˈune#}
564    | #kˈae̯lum# | *#t͡ʃˈɛlu# | *#t͡ʃˈeɾu# | *#t͡ʃˈer# {GOLD: #t͡ʃˈer#}
565    | #kˈirkinus# | *#t͡ʃˈert͡ʃenu# | *#t͡ʃe̯ˈaɾt͡ʃenu# | *#t͡ʃˈert͡ʃin# {GOLD: #t͡ʃe̯ˈarkən#}
566    | #ekskapitˈaː# | *#skapetˈa# | *#skəpetˈa# | *#skəpətˈa# {GOLD: #skəpətˈa#}
567    | #luːkˈiferum# | *#lut͡ʃˈeferu# | *#lut͡ʃe̯ˈafeɾu# | *#lut͡ʃe̯ˈafər# {GOLD: #lut͡ʃe̯ˈafər#}
568    | #lˈuːnam# | *#lˈuna# | *#lˈunə# | *#lˈunə# {GOLD: #lˈunə#}
569    | #rˌesalˈiː# | *#resalˈi# | *#rresəɾjˈi# | *#rəserˈi# {GOLD: #rəsərˈi#}
570    | #sˈoːlem# | *#sˈole# | *#so̯ˈaɾe# | *#so̯ˈare# {GOLD: #so̯ˈare#}
571    | #ˈaːerem# | *#ˈajre# | *#ˈajɾe# | *#ˈare# {GOLD: #ˈajer#}
572    | #ˈawram# | *#ˈawra# | *#ˈawɾə# | *#ˈaurə# {GOLD: #ˈawrə#}
573    | #ˈawstrum# | *#ˈawstru# | *#ˈawstɾu# | *#ˈaustru# {GOLD: #ˈawstru#}
574    | #brˈuːmam# | *#brˈuma# | *#bɾˈumə# | *#brˈumə# {GOLD: #brˈumə#}
575    | #frˈiːɡus# | *#frˈiɡu# | *#fɾˈiɡu# | *#frˈiɡ# {GOLD: #frˈiɡ#}
576    | #ɡˈeluː# | *#d͡ʒˈɛlu# | *#d͡ʒˈeɾu# | *#d͡ʒˈer# {GOLD: #d͡ʒˈer#}
577    | #ɡˈelum# | *#d͡ʒˈɛlu# | *#d͡ʒˈeɾu# | *#d͡ʒˈer# {GOLD: #d͡ʒˈer#}
578    | #ɡlˈakieːm# | *#ɡʎˈat͡se# | *#ɡʎˈat͡se# | *#ɡe̯ˈat͡se# {GOLD: #ɡe̯ˈat͡sə#}
579    | #ɡrˈandinem# | *#ɡrˈandene# | *#ɡɾˈəndene# | *#ɡrˈɨndine# {GOLD: #ɡrˈindinə#}
580    | #nˈuːbilum# | *#nˈuelu# | *#nˈueɾu# | *#nˈuer# {GOLD: #nˈor#}
581    | #ninɡwˈe# | *#nend͡ʒˈɛ# | *#nend͡ʒˈe# | *#nˈind͡ʒe# {GOLD: #nˈind͡ʒe#}
582    | #nˈiwem# | *#nˈee# | *#ne̯ˈa# | *#ne̯ˈa# {GOLD: #ne̯ˈa#}
583    | #plˈue# | *#plˈe# | *#plˈe# | *#plˈe# {GOLD: #plowˈa#}
584    | #plˈuvjam# | *#plˈujva# | *#plˈujvə# | *#plˈujvə# {GOLD: #plo̯ˈaje#}
585    | #rˈorem# | *#rˈore# | *#rro̯ˈaɾe# | *#ro̯ˈare# {GOLD: #rˈowə#}
586    | #sˈereːnum# | *#sˈɛrenu# | *#ʃe̯ˈaɾenu# | *#ʃˈarin# {GOLD: #sˈenin#}
587    | #sikkitˈaːtem# | *#set͡ʃetˈate# | *#set͡ʃetˈate# | *#set͡ʃetˈate# {GOLD: #sˈet͡ʃetə#}
588    | #tonˈare# | *#tonˈare# | *#tunˈaɾe# | *#tunˈare# {GOLD: #t͡ʃˈunə#}
589    | #wˈentum# | *#vˈɛntu# | *#vˈentu# | *#vˈɨnt# {GOLD: #vˈɨnt#}
590    | #dˈata# | *#dˈata# | *#dˈatə# | *#dˈatə# {GOLD: #dˈatə#}
591    | #hˈoːram# | *#ˈora# | *#o̯ˈaɾə# | *#o̯ˈarə# {GOLD: #o̯ˈarə#}
592    | #tˈempus# | *#tˈɛmpu# | *#tˈempu# | *#tˈimp# {GOLD: #tˈimp#}
593    | #ˈalbam# | *#ˈalba# | *#ˈalbə# | *#ˈalbə# {GOLD: #ˈalba#}
594    | #dˈiem# | *#dˈi# | *#d͡zˈi# | *#zˈi# {GOLD: #zˈiwə#}
595    | #hˈodieː# | *#ˈod͡ze# | *#o̯ˈad͡ze# | *#o̯ˈaze# {GOLD: #ˈazj#}
596    | #hˈeriː# | *#ˈɛri# | *#jˈeɾji# | *#jˈerj# {GOLD: #jˈerj#}
597    | #mˈaːne# | *#mˈane# | *#mˈəne# | *#mˈɨjne# {GOLD: #mˈɨjne#}
598    | #merˈiːdieːm# | *#merˈid͡ze# | *#meɾjˈid͡ze# | *#merˈize# {GOLD: #mˈerizə#}
599    | #nˈoktem# | *#nˈopte# | *#no̯ˈapte# | *#no̯ˈapte# {GOLD: #no̯ˈapte#}
600    | #sˈeram# | *#sˈɛra# | *#ʃe̯ˈaɾə# | *#ʃˈarə# {GOLD: #se̯ˈarə#}
601    | #domˈinikam# | *#domˈenka# | *#dumˈenkə# | *#dumˈɨnkə# {GOLD: #dumˈinikə#}
602    | #jˈowem# | *#d͡ʒˈoe# | *#d͡ʒˈoj# | *#ʒˈoj# {GOLD: #ʒˈoj#}
603    | #mˈarteːs# | *#mˈarte# | *#mˈaɾte# | *#mˈarte# {GOLD: #mˈart͡sj#}
604    | #sˈabbatum# | *#sˈabatu# | *#sˈabətu# | *#sˈabət# {GOLD: #sˈɨmbətə#}
605    | #septˈimaːnam# | *#septˈemana# | *#septˈemənə# | *#septˈimɨnə# {GOLD: #səptəmˈɨnə#}
606    | #wˈeːneris# | *#vˈeneri# | *#vˈeneɾji# | *#vˈinerj# {GOLD: #vˈinerj#}
607    | #ˌɑprˈiːlem# | *#aprˈile# | *#apɾˈiɾe# | *#aprˈire# {GOLD: #prˈier#}
608    | #ˌawɡˈustum# | *#aɡˈustu# | *#aɡˈustu# | *#aɡˈust# {GOLD: #aɡˈust#}
609    | #kˌɑlendˈɑːrium# | *#kalendˈajru# | *#kəɾendˈajɾu# | *#kərindˈar# {GOLD: #kərindˈar#}
610    | #mˈaium# | *#mɛˈu# | *#mjeˈu# | *#mjeˈu# {GOLD: #mˈaj#}
611    | #mˈartium# | *#mˈart͡ʃu# | *#mˈaɾt͡ʃu# | *#mˈart͡s# {GOLD: #mˈart͡s#}
612    | #mˈeːnsem# | *#mˈese# | *#me̯ˈase# | *#mˈase# {GOLD: #mˈes#}
613    | #ˌawtˈumnam# | *#atˈumna# | *#atˈumnə# | *#atˈumnə# {GOLD: #to̯ˈamnə#}
614    | #hˌibˈernam# | *#eˈɛrna# | *#jejˈeɾnə# | *#jejˈernə# {GOLD: #jˈarnə#}
615    | #wˈeːram# | *#vˈera# | *#ve̯ˈaɾə# | *#vˈarə# {GOLD: #vˈarə#}
616    | #pawˈiːmentum# | *#paˈimentu# | *#paˈimentu# | *#paˈimɨnt# {GOLD: #pəmˈɨnt#}
617    | #tˈerram# | *#tˈɛrra# | *#t͡se̯ˈarrə# | *#t͡sˈarə# {GOLD: #t͡sˈarə#}
618    | #ˌɑrˈeːnɑm# | *#arˈena# | *#aɾˈenə# | *#arˈinə# {GOLD: #arˈinə#}
619    | #lˈutum# | *#lˈutu# | *#lˈutu# | *#lˈut# {GOLD: #lˈut͡s#}
620    | #pˈetram# | *#pˈɛtra# | *#pje̯ˈatɾə# | *#pˈɨtrə# {GOLD: #pjˈatrə#}
621    | #pˈulwerem# | *#pˈulbere# | *#pˈulbeɾe# | *#pˈulbere# {GOLD: #pˈulbere#}
622    | #sˈessum# | *#sˈɛsu# | *#ʃˈesu# | *#ʃˈes# {GOLD: #ʃˈes#}
623    | #kˌarbˈoːnem# | *#karbˈone# | *#kəɾbˈune# | *#kərbˈune# {GOLD: #kərbˈune#}
624    | #mˈarmor# | *#mˈarmor# | *#mˈaɾmuɾ# | *#mˈarmur# {GOLD: #marmˈorə#}
625    | #ˈawrum# | *#ˈawru# | *#ˈawɾu# | *#ˈaur# {GOLD: #ˈaur#}
626    | #plˈumbum# | *#plˈumbu# | *#plˈumbu# | *#plˈumb# {GOLD: #plˈumb#}
627    | #krˈistam# | *#krˈesta# | *#kɾe̯ˈastə# | *#kre̯ˈastə# {GOLD: #kre̯ˈastə#}
628    | #ɡrˈumum# | *#ɡrˈumu# | *#ɡɾˈumu# | *#ɡrˈum# {GOLD: #ɡrˈum#}
629    | #montikˈelum# | *#montet͡ʃˈɛlu# | *#muntet͡ʃˈeɾu# | *#muntet͡ʃˈer# {GOLD: #mˈunt͡ʃel#}
630    | #rˈiːpam# | *#rˈipa# | *#rrˈipə# | *#rˈɨpə# {GOLD: #rˈɨpə#}
631    | #skˈaːlam# | *#skˈala# | *#skˈaɾə# | *#skˈarə# {GOLD: #skˈarə#}
632    | #wˈalem# | *#vˈale# | *#vˈaɾe# | *#vˈare# {GOLD: #vˈale#}
633    | #ˈalweum# | *#ˈajlbu# | *#ˈajlbu# | *#ˈajlb# {GOLD: #ˈalbie#}
